"Fuente","Titulo","Año","Abstract","Palabras_clave","Fecha_busqueda"
"Google Scholar","[HTML][HTML] … passive distraction techniques while administering local anaesthesia on the dental anxiety, behaviour and pain levels of children: A randomised controlled …","2022","… used in paediatrics, its effectiveness in reducing pain and dental anxiety and improving 
behaviour during local anaesthetic injection for dental treatment in children is yet to be studied. …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:40.61376"
"Google Scholar","Pharmacological Postoperative Pain Management for Paediatric Dental Extractions Under General Anaesthesia: A Systematic Review","2025","… Pain is the most common postoperative complication in children following dental GA. There 
is … the efficacy of local anaesthetic (LA) agents for postoperative pain management following …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:40.61376"
"Google Scholar","Is it the injection device or the anxiety experienced that causes pain during dental local anaesthesia?","2008","… local anaesthesia during dental treatment, since it offers pain-free treatment, children's comfort 
and cooperation, and it allows the dental … local anaesthetic injection that produces pain …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:40.61376"
"Google Scholar","[HTML][HTML] Local analgesia in paediatric dentistry: a systematic review of techniques and pharmacologic agents","2017","… Even though it is not possible, based on this systematic review, to determine if there are 
any health benefits from the use of local analgesia apart from pain reduction it should be …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:40.61376"
"Google Scholar","Pain perception using a computer-controlled anaesthetic delivery system in paediatric dentistry: A review","2020","… and techniques to ensure a less painful injection for children. … the keywords anesthesia, 
computer, dental and pediatric. The … -Controlled Intraligamentary Local Anesthetic Injection for …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:40.61376"
"Google Scholar","Children's ratings of dental injection and treatment pain, and the influence of the time taken to administer the injection","1995","Children&apos;s ratings of dental injection and treatment pain, and the influence of the time 
taken to administer the inject Page 1 International Journal of Paediatric Dentistry 1995; 5: 8 1…","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:40.61376"
"Google Scholar","… pain, disruptive behaviour and anxiety in children aging 5-8 years old undergoing different modalities of local anaesthetic injection for dental treatment: a randomised …","2020","… , disruptive behaviour and anxiety caused by different anaesthetic techniques in children. … anaesthetic techniques in pain, disruptive behaviour and anxiety in dental treatment of children …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:42.587571"
"Google Scholar","Techniques for effective local anaesthetic administration for the paediatric patient","2020","… Local anaesthesia forms the backbone of pain control … experience for paediatric patients 
when seeking dental treatment… of local anaesthetic techniques used in paediatric dentistry, as …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:42.587571"
"Google Scholar","Anesthetic effectiveness of articaine and lidocaine in pediatric patients during dental procedures: a systematic review and meta-analysis","2020","… of articaine with lidocaine in pediatric dental anesthesia. Methods… anesthetic agent based 
on subjective pain evaluating scales. … Anaesthetic efficacy of 4% articaine and 2% lidocaine for …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:42.587571"
"Google Scholar","The influence of distinct techniques of local dental anesthesia in 9-to 12-year-old children: randomized clinical trial on pain and anxiety","2021","… in the injection techniques for local dental anesthesia promises … pain during injection, essential 
for managing anxiety in … project about local dental anesthetic techniques in children and …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:42.587571"
"Google Scholar","[PDF][PDF] Intraligamental analgesia for post-operative pain control in children having dental extractions under general anaesthesia","2005","… Intraligamental analgesia (ILA), a form of intraosseous anaesthesia, is a method of providing 
LA by injecting a local anaesthetic solution into the periodontal ligament space. One of the …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:42.587571"
"Google Scholar","Preoperative analgesics for additional pain relief in children and adolescents having dental treatment","2016","… in paediatric dentistry for procedures under local anaesthetic. … analgesia in children and 
adolescents having routine dental … preoperative analgesia has reduced postoperative pain and …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:42.587571"
"Google Scholar","[HTML][HTML] Procedural pain in routine dental care for children: a part of the Swedish BITA study","2018","… pain in children who indicated injection as the reason was 3.56 (SD 1.987), and the mean 
intensity of pain in children who stated both injection … achieve an adequate anaesthetic effect. …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:42.587571"
"Google Scholar","Local anesthesia in pediatric dentistry: A literature review on current alternative techniques and approaches","2021","… of a local anesthetic solution through injection is the traditional method employed in alleviating dental pain in children. … Pain perception using a computer-controlled anaesthetic delivery …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:42.587571"
"Google Scholar","Paediatric dental emergencies: a retrospective study and a proposal for definition and guidelines including pain management","2018","… anaesthesia appointment. This implies that 11.6% of the patients who came to the dental 
emergency for pain and were treated chairside, failed to return for further needed dental care. …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:42.587571"
"Google Scholar","[HTML][HTML] … of pain perception during the administration of local anaesthesia with computerized delivery system (WAND) and conventional technique in pediatric dental …","2020","… for a relatively painless injection, a computerized local anaesthetic delivery system “Wand” … 
eliminate the pain associated with dental injections. The Wand delivers the anaesthetic at a …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:42.587571"
"Google Scholar","Dental postoperative pain management in children","2002","… pain for the child. By being familiar with the duration of the local anesthetic, the dentist can 
… the parent to administer any analgesics before loss of local anesthesia-induced analgesia. …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:44.654346"
"Google Scholar","Comprehensive dental care for children with rampant caries under general anaesthesia","2001","… anaesthesia but for nondental reasons. For three children it was their second general anaesthetic for dental … In almost 40% of the children pain or abscess formation was present at the …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:44.654346"
"Google Scholar","[HTML][HTML] Comparative analysis of local anesthetic techniques for pain Management in Pediatric Dental Procedures: a randomized clinical trial","2024","… anesthesia involves the direct injection of the anesthetic agent into the bone near the dental 
treatment site, allowing for profound anesthesia… the different local anesthetic techniques, …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:44.654346"
"Google Scholar","[HTML][HTML] Post-operative pain and use of analgesic agents in children following intrasulcular anaesthesia and various operative procedures","2007","… Long post-operative pain has been associated with intraligamental anaesthesia … the local anaesthetic solution is delivered to a similar area as the high pressure intraligamental injection …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:44.654346"
"Google Scholar","Effect of intraoperative analgesia on children's pain perception during recovery after painful dental procedures performed under general anaesthesia","2015","… The aim of this study was to investigate the possible effect of intraoperative analgesia, … pain perception in children undergoing painful dental procedures under general anaesthesia. …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:44.654346"
"Google Scholar","[HTML][HTML] Effectiveness of two topical anaesthetic agents used along with audio visual aids in paediatric dental patients","2017","… in reducing the pain on needle insertion during local anaesthesia … , children requiring local anaesthesia for the dental treatment … anaesthesia for dental treatment with no previous dental …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:44.654346"
